장소유형코드,대상시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,제한속도,관리기관명,관리기관전화번호,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
01,아름채 노인복지회관,경기도,의왕시,41430,경기도 의왕시 문화공원로 47,경기도 의왕시 고천동 100번지,37.342712,126.9725044,30,의왕시,031-345-3314,의왕경찰서,Y,,6,2020-03-11
01,북부노인복지회관,경기도,평택시,41220,경기도 평택시 서정역로 16,경기도 평택시 서정동 342번지,37.055521,127.0560428,30,경기도 평택시청,031-8024-4892,평택경찰서,Y,1,,2019-07-04
01,시흥시노인종합복지관,경기도,시흥시,41390,경기도 시흥시 장현능곡로 214,경기도 시흥시 능곡동 765번지,37.3686567,126.8133036,30,경기도 시흥시,031-310-3462,시흥경찰서,N,,,2019-01-28
01,엘림양로원,경기도,시흥시,41390,경기도 시흥시 도두머리길 2,경기도 시흥시 도창동 408-2번지,37.4092529,126.8145732,30,경기도 시흥시,031-310-3462,시흥경찰서,N,,,2019-01-28
01,도창2통 경로당,경기도,시흥시,41390,경기도 시흥시 매화로116번길 9,경기도 시흥시 도창동 343-1번지,37.4086290,126.8143571,30,경기도 시흥시,031-310-3462,시흥경찰서,N,,,2019-01-28
01,베다니마을노인전문요양원,경기도,시흥시,41390,경기도 시흥시 수인로3465번길 21,경기도 시흥시 신천동 586-40번지,37.4414461,126.7746385,30,경기도 시흥시,031-310-3462,시흥경찰서,N,,,2019-01-28
01,과림3통경로당,경기도,시흥시,41390,경기도 시흥시 금오로327번길 20,경기도 시흥시 과림동 635-1번지,37.4315208,126.834832,30,경기도 시흥시,031-310-3462,시흥경찰서,N,,,2019-01-28
01,오이도 경로당,경기도,시흥시,41390,경기도 시흥시 오이도1길 30,경기도 시흥시 정왕동 2040-1번지,37.3418498,126.690171,30,경기도 시흥시,031-310-3462,시흥경찰서,N,,,2019-01-28
01,하상1통 경로당,경기도,시흥시,41390,경기도 시흥시 하상로 14-9,경기도 시흥시 하상동 372번지,37.3918377,126.8138873,30,경기도 시흥시,031-310-3462,시흥경찰서,N,,,2019-01-28
01,대야12통 경로당,경기도,시흥시,41390,경기도 시흥시 복지로93번길 11,경기도 시흥시 대야동 444-13번지,37.4485485,126.7906163,30,경기도 시흥시,031-310-3462,시흥경찰서,N,,,2019-01-28
01,글라라의집,경기도,시흥시,41390,경기도 시흥시 동서로1051번안길 14,경기도 시흥시 조남동 174-27번지,37.3832145,126.8569319,0,경기도 시흥시,031-310-3462,시흥경찰서,N,,,2019-01-28
01,포동1통 경로당,경기도,시흥시,41390,경기도 시흥시 새우개2길 36,경기도 시흥시 포동 20-80번지,37.3814817,126.8754651,0,경기도 시흥시,031-310-3462,시흥경찰서,N,,,2019-01-28
02,수봉재활원,경기도,수원시,41110,경기도 수원시 권선구 수봉로 43,경기도 수원시 권선구 탑동 516-1번지,37.2649167,126.9769409,30,경기도 수원시,031-228-2298,수원서부경찰서,Y,2,7~8,2019-05-01
01,오도1리 경로당,경기도,파주시,41480,경기도 파주시 대골길 2,경기도 파주시 오도동 37-21번지,37.7484207,126.7285767,30,경기도 파주시,031-940-5818,파주경찰서,N,,6,2020-03-23
01,오도2리 경로당,경기도,파주시,41480,경기도 파주시 오도로130번길 8,경기도 파주시 오도동 280-1번지,37.7507098,126.718161,30,경기도 파주시,031-940-5819,파주경찰서,N,,5~6,2020-03-23
02,동현학교,경기도,광주시,41610,경기도 광주시 곤지암읍 광여로 555-55,경기도 광주시 곤지암읍 연곡리 81-3번지,37.3719531862,127.3951436043,30,경기도 광주시청,031-760-4497,광주경찰서,N,,4,2020-04-23
01,노인복지회관,경기도,광주시,41610,경기도 광주시 파발로 202,경기도 광주시 탄벌동 18-1번지,37.4169062857,127.249903,30,경기도 광주시청,031-760-4497,광주경찰서,Y,,20,2020-04-23
01,남양주시노인복지관 본관,경기도,남양주시,41360,경기도 남양주시 진건읍 진건오남로 359,경기도 남양주시 진건읍 송능리 109-17번지,37.673354,127.197468,50,남양주시청,031-590-2438,남양주경찰서,Y,1,22,2020-01-29
01,용미4리 경로당,경기도,파주시,41480,경기도 파주시 광탄면 장지산로 43,경기도 파주시 광탄면 용미리 186-9번지,37.7404357,126.8863006,30,경기도 파주시,031-940-5816,파주경찰서,N,,8,2020-03-23
01,상신5리 경로당,경기도,화성시,41590,경기도 화성시 향남읍 칼바위길83번길 6,경기도 화성시 향남읍 상신리 1229-2번지,37.09581495,126.8843233,30,경기도 화성시,031-5189-3139,화성서부경찰서,Y,,7,2020-06-01
01,신흥전문요양원,경기도,동두천시,41250,경기도 동두천시 강변로702번길 13-11,경기도 동두천시 동두천동 539-2번지,37.92954695,127.05029776,30,동두천시 교통행정과,031-860-2291,동두천경찰서,N,0,9,2020-08-24
01,동두천시노인복지관,경기도,동두천시,41250,경기도 동두천시 동두천로 264,경기도 동두천시 생연동 643-3번지,37.90516838,127.05621211,30,동두천시 교통행정과,031-860-2291,동두천경찰서,N,0,5,2020-08-24
01,우리들요양병원,경기도,동두천시,41250,경기도 동두천시 삼육사로 747,경기도 동두천시 상패동 201-19번지,37.90816013,127.03630124,50,동두천시 교통행정과,031-860-2291,동두천경찰서,N,0,12,2020-08-24
02,동두천장애인복지관,경기도,동두천시,41250,경기도 동두천시 상패로 64,경기도 동두천시 상패동 54번지,37.90723333,127.04810843,30,동두천시 교통행정과,031-860-2291,동두천경찰서,N,0,12,2020-08-24
01,장림경로당,경기도,동두천시,41250,경기도 동두천시 천보산로 421,경기도 동두천시 탑동동 577-1번지,37.87379531,127.10628897,50,동두천시 교통행정과,031-860-2291,동두천경찰서,N,0,8,2020-08-24
01,수원VIP 실버케어,경기도,수원시,41110,경기도 수원시 팔달구 팔달로 24,경기도 수원시 팔달구 고등동 235-4번지,37.2709068,127.0010732,60,경기도 수원시,031-228-2298,수원서부경찰서,Y,3,18,2019-05-01
01,광교노인복지관,경기도,수원시,41110,경기도 수원시 영통구 센트럴타운로 22,경기도 수원시 영통구 이의동 1328-1번지,37.2896903191,127.0567253659,30,경기도 수원시,031-228-2298,수원남부경찰서,Y,1,17,2019-05-01
01,노인복지시설감천장,경기도,수원시,41110,경기도 수원시 장안구 광교산로 22,경기도 수원시 장안구 영화동 33-1번지,37.2935098,127.0213802,30,경기도 수원시,031-228-2298,수원중부경찰서,N,,11,2019-05-01
01,대한노인회수원시장안구지회부설노인대학,경기도,수원시,41110,경기도 수원시 장안구 수성로340번길 30,경기도 수원시 장안구 영화동 352번지,37.2910308,127.0096695,30,경기도 수원시,031-228-2298,수원중부경찰서,N,,6~7,2019-05-01
01,파장동경로당,경기도,수원시,41110,경기도 수원시 장안구 파장천로 51,경기도 수원시 장안구 파장동 507-9번지,37.3098952,126.9962381,30,경기도 수원시,031-228-2298,수원중부경찰서,Y,5,8~10,2019-05-01
01,신곡경로당,경기도,수원시,41110,경기도 수원시 권선구 경수대로191번길 14-4,경기도 수원시 권선구 세류동 1155-2번지,37.2445605466,127.016689625,30,경기도 수원시,031-228-2298,수원남부경찰서,Y,5,6,2019-05-01
02,오목천동 장애인 주간보호시설,경기도,수원시,41110,경기도 수원시 권선구 서수원로 124,경기도 수원시 권선구 오목천동 197번지,37.2388249,126.9722491,30,경기도 수원시,031-228-2298,수원서부경찰서,N,,15,2019-05-01
01,물골안어르신학교,경기도,남양주시,41360,경기도 남양주시 수동면 지둔로 7-2,경기도 남양주시 수동면 운수리 95-39번지,37.704698,127.324413,30,남양주시청,031-590-2438,남양주경찰서,Y,1,6,2020-01-29
01,남양주시노인복지관분관 행복공간,경기도,남양주시,41360,경기도 남양주시 진접읍 해밀예당1로236번길 23,경기도 남양주시 진접읍 금곡리 1118번지,37.718959,127.205074,30,남양주시청,031-590-2438,남양주경찰서,N,0,12,2020-01-29
01,광주시노인복지관 오포센터,경기도,광주시,41610,경기도 광주시 오포읍 오포로 885,경기도 광주시 오포읍 고산리 253-3번지,37.369255,127.231214,30,경기도 광주시청,031-760-4497,광주경찰서,N,,13,2020-04-23
01,송산노인복지회관,경기도,의정부시,41150,경기도 의정부시 용민로 99,경기도 의정부시 민락동 736-2번지,37.7388894263,127.0887653,30,경기도 의정부시,031-828-4843,의정부경찰서,N,,,2019-12-01
01,의정부노인복지관,경기도,의정부시,41150,경기도 의정부시 경의로85번길 16-12,경기도 의정부시 의정부동 580-3번지,37.73367211,127.0456047,30,경기도 의정부시,031-828-4843,의정부경찰서,N,,,2019-12-01
01,대한노인회의정부지회,경기도,의정부시,41150,경기도 의정부시 태평로74번길 23-11,경기도 의정부시 의정부동 30-6번지,37.73963395,127.0530733,30,경기도 의정부시,031-828-4843,의정부경찰서,N,,,2019-12-01
01,나눔의 샘,경기도,의정부시,41150,경기도 의정부시 오목로 134,경기도 의정부시 민락동 543번지,37.7392213,127.0946501,30,경기도 의정부시,031-828-4843,의정부경찰서,N,,,2019-12-01
01,신곡노인종합복지관,경기도,의정부시,41150,경기도 의정부시 금신로297번길 38,경기도 의정부시 신곡동 129번지,37.74318625,127.0635237,30,경기도 의정부시,031-828-4843,의정부경찰서,N,,,2019-12-01
01,김포시 노인복지회관,경기도,김포시,41570,경기도 김포시 사우중로74번길 48,경기도 김포시 사우동 865번지,37.62223641,126.7226196,30,경기도 김포시,031-980-2327,김포경찰서,Y,,,2020-05-11
01,김포재가노인지원센터,경기도,김포시,41570,경기도 김포시 월곶면 김포대로 2857-39,경기도 김포시 월곶면 포내리 168-2번지,37.71745774,126.5359521,30,경기도 김포시,031-980-2327,김포경찰서,N,,,2020-05-11
01,양촌읍 노인복지회관,경기도,김포시,41570,경기도 김포시 양촌읍 양곡1로68번길 37,경기도 김포시 양촌읍 양곡리 1554번지,37.65687333,126.6256177,30,경기도 김포시,031-980-2327,김포경찰서,N,,,2020-05-11
01,갈산3리 경로당,경기도,김포시,41570,경기도 김포시 월곶면 오리정로 107-25,경기도 김포시 월곶면 갈산리 518-11번지,37.70380992,126.5597977,30,경기도 김포시,031-980-2327,김포경찰서,N,,,2020-05-11
01,고막리 마을회관,경기도,김포시,41570,경기도 김포시 월곶면 김포대학로 232,경기도 김포시 월곶면 고막리 305번지,37.72531201,126.5577128,30,경기도 김포시,031-980-2327,김포경찰서,N,,,2020-05-11
02,해맑은마음터,경기도,김포시,41570,경기도 김포시 대곶면 율생중앙로 89,경기도 김포시 대곶면 율생리 472-5번지,37.6552084,126.5801928,30,경기도 김포시,031-980-2327,김포경찰서,N,,,2020-05-11
01,쇄암리 마을회관,경기도,김포시,41570,경기도 김포시 대곶면 쇄암로117번길 6,경기도 김포시 대곶면 쇄암리 288번지,37.6781575968,126.5417885499,30,경기도 김포시,031-980-2329,김포경찰서,N,,,2020-05-11
01,춘궁동노인복지회관,경기도,하남시,41450,경기도 하남시 서하남로 488,경기도 하남시 춘궁동 334-1번지,37.522093,127.193954,30,하남시청,031-790-5047,하남경찰서,Y,4,25,2020-05-18
01,여성노인회관,경기도,구리시,41310,경기도 구리시 건원대로34번길 32-20,경기도 구리시 인창동 673-5번지,37.6033871,127.141813,30,경기도 구리시,031-550-2702,구리경찰서,Y,2,,2020-09-14
01,배탈고개경로당,경기도,구리시,41310,경기도 구리시 동구릉로 48,경기도 구리시 인창동 575-18번지,37.6043521,127.133715,50,경기도 구리시,031-550-2702,구리경찰서,Y,1,,2020-09-14
01,비암2리장수마을회관,경기도,양주시,41630,경기도 양주시 광적면 부흥로21번길 5,경기도 양주시 광적면 비암리 743-5번지,37.80557267,126.9126952,30,경기도 양주시 도로과,031-8082-6736,양주경찰서,Y,1,6,2020-09-01
01,삼하리마을회관,경기도,양주시,41630,경기도 양주시 장흥면 일영로 375,경기도 양주시 장흥면 삼하리 107-1번지,37.67808908,126.9228748,50,경기도 양주시 도로과,031-8082-6736,양주경찰서,Y,1,14,2020-09-01
01,선암1리마을회관,경기도,양주시,41630,경기도 양주시 은현면 은현로 46,경기도 양주시 은현면 선암리 511-1번지,37.87313096,127.0236862,30,경기도 양주시 도로과,031-8082-6736,양주경찰서,Y,1,14,2020-09-01
01,광적노인회,경기도,양주시,41630,경기도 양주시 광적면 가래비길 114,경기도 양주시 광적면 가납리 850-4번지,37.82524485,126.9842027,30,경기도 양주시 도로과,031-8082-6736,양주경찰서,Y,1,8,2020-09-01
01,홍죽2리마을회관,경기도,양주시,41630,경기도 양주시 백석읍 월암로 82,경기도 양주시 백석읍 홍죽리 416-27번지,37.8016975,126.956125,30,경기도 양주시 도로과,031-8082-6736,양주경찰서,Y,1,6,2020-09-01
01,양주노블케어요양원,경기도,양주시,41630,경기도 양주시 은현면 화합로969번길 185-105,경기도 양주시 은현면 용암리 640번지,37.86857971,127.0364455,30,경기도 양주시 도로과,031-8082-6736,양주경찰서,N,0,4,2020-09-01
01,방성1리마을회관,경기도,양주시,41630,경기도 양주시 백석읍 고릉말로 50,경기도 양주시 백석읍 방성리 238번지,37.80056325,126.9995776,50,경기도 양주시 도로과,031-8082-6736,양주경찰서,Y,3,14,2020-09-01
01,가업1리 경로당,경기도,양주시,41630,경기도 양주시 백석읍 양주산성로 760,경기도 양주시 백석읍 가업리 249번지,37.78719341,126.9726221,30,경기도 양주시 도로과,031-8082-6736,양주경찰서,N,0,6,2020-09-01
01,하패1리 경로당,경기도,양주시,41630,경기도 양주시 은현면 운하로433번길 11,경기도 양주시 은현면 하패리 349번지,37.88834652,127.0364052,30,경기도 양주시 도로과,031-8082-6736,양주경찰서,Y,1,5,2020-09-01
01,도하1리 할아버지 경로당,경기도,양주시,41630,경기도 양주시 은현면 그루고개로 490,경기도 양주시 은현면 도하리 129-3번지,37.85265215,127.0135351,30,경기도 양주시 도로과,031-8082-6736,양주경찰서,Y,1,6,2020-09-01
01,도하1리 할머니 경로당,경기도,양주시,41630,경기도 양주시 은현면 그루고개로 490,경기도 양주시 은현면 도하리 129-3번지,37.85265215,127.0135351,30,경기도 양주시 도로과,031-8082-6736,양주경찰서,Y,1,6,2020-09-01
01,남방4통마을회관,경기도,양주시,41630,경기도 양주시 외미로20번길 27,경기도 양주시 남방동 206-43번지,37.76781242,127.0433038,30,경기도 양주시 도로과,031-8082-6736,양주경찰서,N,0,6,2020-09-01
02,나루터공동체,경기도,양주시,41630,경기도 양주시 삼숭로134번길 49,경기도 양주시 삼숭동 395-2번지,37.8064875,127.0996197,30,경기도 양주시 도로과,031-8082-6736,양주경찰서,N,0,3,2020-09-01
01,참좋은이웃 노인요양공동생활가정,경기도,양주시,41630,경기도 양주시 백석읍 양주산성로800번길 87-15,경기도 양주시 백석읍 가업리 520-1번지,37.79354662,126.9710575,30,경기도 양주시 도로과,031-8082-6736,양주경찰서,N,0,6,2020-09-01
01,양평종합사회복지관,경기도,양평군,41830,경기도 양평군 용문면 용문역길 67,경기도 양평군 용문면 다문리 793-8번지,37.48055357,127.5893034,30,양평군청,031-770-3755,양평경찰서,Y,1,12,2020-10-19
01,덕양노인종합복지회관,경기도,고양시,41280,경기도 고양시 덕양구 어울림로 49,경기도 고양시 덕양구 화정동 846번지,37.64849256,126.8368591,50,경기도 고양시,031-8075-2967,고양경찰서,Y,1,,2020-07-06
01,일산노인종합복지회관,경기도,고양시,41280,경기도 고양시 일산동구 호수로 731,경기도 고양시 일산동구 장항동 906번지,37.66444643,126.7604431,30,경기도 고양시,031-8075-2967,일산동부경찰서,N,,,2020-07-06
01,대화노인종합복지회관,경기도,고양시,41280,경기도 고양시 일산서구 일산로 778,경기도 고양시 일산서구 대화동 2237번지,37.67447576,126.7481596,30,경기도 고양시,031-8075-2967,일산서부경찰서,N,,,2020-07-06
01,문촌9종합사회복지관,경기도,고양시,41280,경기도 고양시 일산서구 주엽로 156,경기도 고양시 일산서구 주엽동 23번지 문촌마을9단지아파트,37.67221593,126.7601778,30,경기도 고양시,031-8075-2967,일산서부경찰서,N,,,2020-07-06
01,약암1리 경로당,경기도,김포시,41570,경기도 김포시 대곶면 약암로948번길 10,경기도 김포시 대곶면 약암리 503-3번지,37.6385175496,126.5538106044,30,경기도 김포시,031-980-2328,김포경찰서,N,,,2020-05-11
02,장애인복지관,경기도,하남시,41450,경기도 하남시 미사강변남로 56,경기도 하남시 풍산동 산58-5번지,37.559878,127.187736,60,하남시청,031-790-5047,하남경찰서,Y,5,35,2020-05-18
02,박애원,경기도,고양시,41280,경기도 고양시 일산동구 상지석길 441,경기도 고양시 일산동구 설문동 701-1번지,37.72682286,126.7949393,30,경기도 고양시,031-8075-2967,일산동부경찰서,N,,,2020-07-06
01,노인종합 복지회관,경기도,이천시,41500,경기도 이천시 남천로 31,경기도 이천시 중리동 187번지,37.2782607965,127.4410592603,30,경기도 이천시,033-460-2214,이천경찰서,N,0,7.5,2020-07-14
01,이천시 배드민턴장,경기도,이천시,41500,경기도 이천시 설봉로81번길 49,경기도 이천시 창전동 502번지,37.2875839768,127.4354075072,30,경기도 이천시,033-460-2214,이천경찰서,N,0,7,2020-07-14
01,관고3동 경로당,경기도,이천시,41500,경기도 이천시 경충대로2700번길 17,경기도 이천시 관고동 280-41번지,37.2792140725,127.4357110931,30,경기도 이천시,033-460-2214,이천경찰서,N,0,6.5,2020-07-14
01,에이스 경로당,경기도,이천시,41500,경기도 이천시 영창로 293,경기도 이천시 안흥동 353-13번지,37.2811992868,127.4550451774,30,경기도 이천시,033-460-2214,이천경찰서,N,0,15,2020-07-14
01,대대리 마을회관,경기도,이천시,41500,경기도 이천시 대월면 대산로15번길 10,경기도 이천시 대월면 대대리 418-1번지,37.2232199097,127.4769024113,30,경기도 이천시,033-460-2215,이천경찰서,N,0,8,2020-07-14
01,오산 노인전문병원,경기도,오산시,41370,경기도 오산시 가장산업동로 69-27,경기도 오산시 궐동 543번지,37.16503394,127.0441077,30,경기도 오산시,031-8036-7735,오산경찰서,N,0,5,2020-05-28
02,남부종합사회복지관,경기도,오산시,41370,경기도 오산시 오산로132번길 28-5,경기도 오산시 원동 404-10번지,37.13856495,127.072363,30,경기도 오산시,031-8036-7735,오산경찰서,N,0,6~14,2020-05-28

